Day,Max pm2.5atm
2025-12-31,356.0
2026-01-01,336.0
2026-01-07,711.0
2026-01-12,559.0
2026-01-13,623.0
2026-01-16,654.0
2026-01-18,381.0
2026-01-19,641.0
2026-01-20,366.0
2026-01-21,886.0
2026-01-22,698.0
2026-01-23,792.0
2026-01-24,667.0
2026-01-25,580.0
2026-01-26,541.0
2026-01-27,1250.0
2026-01-28,1414.0
2026-01-29,760.0
2026-01-30,678.0
2026-01-31,951.0
2026-02-01,1187.0
2026-02-02,810.0
2026-02-03,1143.0
