Event ID,Date,Peak Time,Peak Hour,Recovery Hour,Recovery Time,Recovery Threshold,Decay Duration (hours),Initial Concentration,Final Concentration,Decay Rate (µg/m³/hour),Decay Rate (µg/m³/minute)
1.0,2025-12-29,2025-12-29 20:00:00,20,2,2025-12-30 02:00:00,93.23278765288919,6.0,171.5121951219512,92.15337423312883,13.226470148137063,0.2204411691356177
3.0,2025-12-30,2025-12-30 12:00:00,12,14,2025-12-30 14:00:00,93.23278765288919,2.0,140.51533742331287,92.29878048780488,24.108278467753998,0.4018046411292333
8.0,2026-01-01,2026-01-01 09:30:00,9,12,2026-01-01 12:00:00,93.23278765288919,2.5,185.41197076422026,89.37661173264155,38.414143612631484,0.6402357268771914
11.0,2026-01-02,2026-01-02 10:00:00,10,11,2026-01-02 11:00:00,93.23278765288919,1.0,371.58239281926984,90.90864334684295,280.6737494724269,4.677895824540448
12.0,2026-01-02,2026-01-02 11:30:00,11,13,2026-01-02 13:30:00,93.23278765288919,2.0,96.54521422514837,79.78119040449664,8.382011910325865,0.13970019850543108
13.0,2026-01-02,2026-01-02 17:30:00,17,19,2026-01-02 19:00:00,93.23278765288919,1.5,281.2407414334879,88.9804951633929,128.17349751339668,2.1362249585566113
14.0,2026-01-02,2026-01-02 20:30:00,20,22,2026-01-02 22:00:00,93.23278765288919,1.5,218.4862699129637,81.13923387700135,91.56469069064157,1.5260781781773596
15.0,2026-01-03,2026-01-03 10:00:00,10,14,2026-01-03 14:00:00,93.23278765288919,4.0,227.00638112550178,66.30061349693251,40.17644190714232,0.6696073651190386
16.0,2026-01-03,2026-01-03 19:00:00,19,23,2026-01-03 23:30:00,93.23278765288919,4.5,157.47758296606534,89.27032520325203,15.157168391736292,0.25261947319560485
17.0,2026-01-04,2026-01-04 12:00:00,12,14,2026-01-04 14:30:00,93.23278765288919,2.5,166.9888454187861,89.47420070826475,31.00585788420854,0.5167642980701423
18.0,2026-01-04,2026-01-04 19:00:00,19,0,2026-01-05 00:00:00,93.23278765288919,5.0,182.72997006100482,79.58688712653998,20.628616586892967,0.3438102764482161
19.0,2026-01-05,2026-01-05 11:00:00,11,13,2026-01-05 13:00:00,93.23278765288919,2.0,221.98779240859895,89.03353419923656,66.4771291046812,1.1079521517446866
20.0,2026-01-05,2026-01-05 19:00:00,19,20,2026-01-05 20:00:00,93.23278765288919,1.0,117.94609456830763,84.42682926829268,33.51926530001495,0.5586544216669158
22.0,2026-01-06,2026-01-06 10:30:00,10,12,2026-01-06 12:30:00,93.23278765288919,2.0,223.21742979699738,91.06395580826972,66.07673699436383,1.1012789499060638
23.0,2026-01-06,2026-01-06 19:30:00,19,2,2026-01-07 02:00:00,93.23278765288919,6.5,178.66362920105001,85.08152526310539,14.397246759683789,0.2399541126613965
24.0,2026-01-07,2026-01-07 10:30:00,10,16,2026-01-07 16:00:00,93.23278765288919,5.5,275.3139458019211,89.85750224450098,33.719353374076384,0.5619892229012731
25.0,2026-01-07,2026-01-07 21:00:00,21,2,2026-01-08 02:00:00,93.23278765288919,5.0,309.1768573245549,91.0862256684087,43.618126331229234,0.7269687721871539
