Event ID,Date,Peak Time,Peak Hour,Recovery Hour,Recovery Time,Recovery Threshold,Decay Duration (hours),Initial Concentration,Final Concentration,Decay Rate (µg/m³/hour),Decay Rate (µg/m³/minute)
2.0,2026-01-01,2026-01-01 06:00:00,6,7,2026-01-01 07:30:00,83.38975914556633,1.5,94.15950920245399,80.66463414634147,8.99658337074168,0.149943056179028
10.0,2026-01-07,2026-01-07 22:00:00,22,3,2026-01-08 03:30:00,83.38975914556633,5.5,122.74846625766871,80.59509202453988,7.664249860568878,0.12773749767614798
13.0,2026-01-08,2026-01-08 20:30:00,20,0,2026-01-09 00:00:00,83.38975914556633,3.5,94.23170731707317,81.37423312883436,3.6735640537825174,0.061226067563041955
14.0,2026-01-09,2026-01-09 09:30:00,9,13,2026-01-09 13:30:00,83.38975914556633,4.0,145.8048780487805,80.91463414634147,16.222560975609756,0.2703760162601626
15.0,2026-01-10,2026-01-10 10:00:00,10,14,2026-01-10 14:00:00,83.38975914556633,4.0,131.48170731707316,81.5609756097561,12.480182926829265,0.20800304878048775
18.0,2026-01-12,2026-01-12 09:30:00,9,15,2026-01-12 15:30:00,83.38975914556633,6.0,125.94478527607362,82.23780487804878,7.28449673300414,0.12140827888340233
19.0,2026-01-13,2026-01-13 09:30:00,9,13,2026-01-13 13:30:00,83.38975914556633,4.0,95.64024390243902,83.10365853658537,3.1341463414634134,0.05223577235772356
20.0,2026-01-14,2026-01-14 09:00:00,9,10,2026-01-14 10:30:00,83.38975914556633,1.5,96.1951219512195,81.4390243902439,9.837398373983737,0.1639566395663956
23.0,2026-01-15,2026-01-15 10:00:00,10,11,2026-01-15 11:00:00,83.38975914556633,1.0,86.04878048780488,82.79754601226993,3.251234475534943,0.05418724125891572
33.0,2026-01-21,2026-01-21 22:00:00,22,0,2026-01-22 00:00:00,83.38975914556633,2.0,122.41780487804878,43.85725609756098,39.2802743902439,0.6546712398373984
36.0,2026-01-24,2026-01-24 09:30:00,9,16,2026-01-24 16:00:00,83.38975914556633,6.5,131.49601226993863,82.90840490797545,7.475016517225105,0.12458360862041841
40.0,2026-01-26,2026-01-26 22:00:00,22,0,2026-01-27 00:00:00,83.38975914556633,2.0,115.87646341463416,61.085853658536585,27.395304878048787,0.45658841463414646
45.0,2026-01-29,2026-01-29 06:00:00,6,7,2026-01-29 07:00:00,83.38975914556633,1.0,90.6169512195122,80.29493902439023,10.322012195121971,0.1720335365853662
47.0,2026-01-30,2026-01-30 10:00:00,10,14,2026-01-30 14:30:00,83.38975914556633,4.5,134.28231707317073,80.09841463414634,12.040867208672088,0.2006811201445348
53.0,2026-02-02,2026-02-02 20:30:00,20,23,2026-02-02 23:30:00,83.38975914556633,3.0,93.83067484662577,83.31,3.5068916155419223,0.058448193592365374
54.0,2026-02-03,2026-02-03 09:00:00,9,15,2026-02-03 15:30:00,83.38975914556633,6.5,129.0654268292683,81.04158536585366,7.388283302063789,0.12313805503439648
55.0,2026-02-04,2026-02-04 06:00:00,6,7,2026-02-04 07:30:00,83.38975914556633,1.5,95.45548780487805,80.67213414634146,9.855569105691055,0.16425948509485092
