Event ID,Date,Peak Time,Peak Hour,Recovery Hour,Recovery Time,Recovery Threshold,Decay Duration (hours),Initial Concentration,Final Concentration,Decay Rate (µg/m³/hour),Decay Rate (µg/m³/minute)
69.0,2026-01-28,2026-01-28 08:00:00,8,9,2026-01-28 09:00:00,91.86972883901151,1.0,128.35582822085888,89.9451219512195,38.41070626963938,0.640178437827323
70.0,2026-01-28,2026-01-28 20:30:00,20,0,2026-01-29 00:00:00,91.86972883901151,3.5,206.12269938650306,68.58282208588957,39.29710780017528,0.654951796669588
71.0,2026-01-29,2026-01-29 08:00:00,8,11,2026-01-29 11:00:00,91.86972883901151,3.0,133.2962962962963,81.38888888888889,17.302469135802472,0.28837448559670786
72.0,2026-01-29,2026-01-29 20:30:00,20,21,2026-01-29 21:30:00,91.86972883901151,1.0,209.41717791411043,78.74846625766871,130.6687116564417,2.177811860940695
73.0,2026-01-30,2026-01-30 08:00:00,8,9,2026-01-30 09:00:00,91.86972883901151,1.0,185.40853658536585,85.17791411042944,100.23062247493641,1.6705103745822736
75.0,2026-01-30,2026-01-30 21:00:00,21,0,2026-01-31 00:30:00,91.86972883901151,3.5,333.8658536585366,81.81987577639751,72.01313653775402,1.2002189422959004
81.0,2026-02-02,2026-02-02 08:00:00,8,10,2026-02-02 10:30:00,91.86972883901151,2.5,204.1341463414634,88.88343558282209,46.100284303456526,0.7683380717242755
83.0,2026-02-03,2026-02-03 08:00:00,8,11,2026-02-03 11:00:00,91.86972883901151,3.0,183.7621951219512,89.88957055214723,31.290874856601324,0.5215145809433553
84.0,2026-02-03,2026-02-03 20:30:00,20,22,2026-02-03 22:30:00,91.86972883901151,2.0,163.34969325153375,73.90184049079754,44.723926380368106,0.7453987730061351
87.0,2026-02-04,2026-02-04 21:00:00,21,22,2026-02-04 22:00:00,91.86972883901151,1.0,284.90184049079755,65.04968944099379,219.85215104980375,3.664202517496729
88.0,2026-02-05,2026-02-05 08:00:00,8,9,2026-02-05 09:00:00,91.86972883901151,1.0,119.325,51.71341463414634,67.61158536585367,1.1268597560975613
