Day,Max pm2.5atm
2026-01-07,302.0
2026-01-09,312.0
2026-01-10,303.0
2026-01-13,312.0
2026-01-17,468.0
2026-01-20,408.0
2026-01-21,822.0
2026-01-22,315.0
2026-01-24,633.0
2026-01-25,665.0
2026-01-28,351.0
2026-02-01,489.0
2026-02-08,461.0
