Day,Max pm2.5atm
2026-01-03,309.0
2026-01-04,420.0
2026-01-10,301.0
2026-01-11,426.0
2026-01-12,402.0
2026-01-13,382.0
2026-01-14,532.0
2026-01-18,1409.0
2026-01-23,568.0
2026-01-24,440.0
2026-01-25,1397.0
2026-01-26,427.0
2026-01-30,342.0
2026-02-03,471.0
