Room,Mean Daily Avg (µg/m³),Min Daily Avg (µg/m³),Max Daily Avg (µg/m³),Std Dev (µg/m³),% Days > WHO (15 µg/m³),% Days > NAAQS (60 µg/m³)
Kitchen,101.39675724982001,42.577371615398164,220.44209630965074,34.6867094475006,100.0,89.1891891891892
Hall,104.3303222168128,42.46287135676543,233.58383211132727,36.79849957948976,100.0,89.1891891891892
Bedroom,76.10246155847938,48.35307731214774,141.33396871722923,22.815426446816186,100.0,67.56756756756756
